src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.12,192.168.1.254,58842,53,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:06:35,0.0,0,0,0,0,1,0,91,0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,91,91,91.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,91.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0,1,0,91,0
192.168.1.12,192.168.1.254,56104,53,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:06:35,0.0,0,0,0,0,1,0,91,0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,91,91,91.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,91.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0,1,0,91,0
192.168.1.254,192.168.1.12,53,58842,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:06:35,0.0,0,0,0,0,1,0,107,0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,107,107,107.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,107.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0,1,0,107,0
192.168.1.254,192.168.1.12,53,56104,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:06:35,0.0,0,0,0,0,1,0,141,0,141.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,141,141,141.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,141.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0,1,0,141,0
192.168.1.12,74.125.24.95,58934,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:06:35,184176.68342590332,42312.63075781916,81.44353411616675,54.29568941077783,27.147844705388916,10,5,4987,2806,1292.0,73.0,498.7,538.3686562198806,1292.0,65.0,561.2,596.7603874253049,1292,65,519.5333333333333,559.287864659654,312802.9155555555,80,40,8,10,13155.477387564522,132193.08853149414,0.0,33681.4502524884,176445.00732421875,132193.08853149414,0.2384185791015625,19605.000813802082,40547.8937168314,173686.02752685547,172879.69589233398,0.0,43421.50688171387,74743.4438838832,0,0,0,0,1,0,0,0,0,0,0,0.5,519.5333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4360.0,5.0,0.0,0.0,585451.576386221,0.0,498.7,561.2,0,10,5,4987,2806
74.125.24.95,192.168.1.12,443,58934,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:06:35,165954.58984375,20011.498344979773,54.2317028319235,54.2317028319235,0.0,9,0,3321,0,1292.0,63.0,369.0,428.4942628943045,0.0,0.0,0.0,0.0,1292,63,369.0,428.4942628943045,183607.33333333334,72,0,8,9,20744.32373046875,157670.9747314453,0.0,51824.3562066941,165954.58984375,157670.9747314453,0.0,20744.32373046875,51824.3562066941,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,369.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2943.0,9.0,0.0,0.0,17733.766826038984,0.0,369.0,0.0,0,9,0,3321,0
192.168.1.16,192.168.1.255,55526,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:06:36,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,172.64.155.209,52724,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:37,6889.34326171875,18289.116279069767,290.3034330011074,145.1517165005537,145.1517165005537,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.1,192.168.1.254,43985,53,08:00:27:2e:49:2d,b0:d1:d6:55:23:5e,17,2025-05-15 19:06:37,7981.538772583008,63646.87492905577,250.57824775218808,125.28912387609404,125.28912387609404,1,1,100,408,100.0,100.0,100.0,0.0,408.0,408.0,408.0,0.0,408,100,254.0,154.0,23716.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,254.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,408.0,0,1,1,100,408
20.249.168.26,192.168.1.12,443,52041,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,6,2025-05-15 19:05:26,80085897.20726013,8.390990466909326,0.09989274365368246,0.03745977887013092,0.06243296478355154,3,5,282,390,94.0,94.0,94.0,0.0,105.0,60.0,78.0,22.045407685048602,105,60,84.0,19.072231122760652,363.75,60,100,20,3,11440842.45818002,39911254.64439392,40841.57943725586,18005999.48702481,80045055.62782288,40024170.39871216,40020885.22911072,40022527.81391144,1642.5848007202148,80044337.03422546,39911254.64439392,110185.86158752441,20011084.258556366,19899737.079372738,0,0,0,0,1,0,0,0,0,0,0,1.6666666666666667,84.0,16385,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,78.0,0,3,5,282,390
149.154.167.99,192.168.1.12,443,52054,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:05:43,59718372.106552124,32.11741935258752,0.1674526556443562,0.1674526556443562,0.0,10,0,1918,0,422.0,60.0,191.8,107.80426707695757,0.0,0.0,0.0,0.0,422,60,191.8,107.80426707695757,11621.759999999998,200,0,20,10,6635374.678505791,18134604.692459106,0.0,6883505.141714024,59718372.106552124,18134604.692459106,0.0,6635374.678505791,6883505.141714024,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,191.8,1528,0,0.0,0.0,0.0,0.0,13571677.446365356,320496.7975616455,6151700.496673584,5525190.64395827,0.0,0.0,0.0,0.0,0.0,0.0,191.8,0.0,0,10,0,1918,0
149.154.167.99,192.168.1.12,443,52054,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,6,2025-05-15 19:05:55,82370890.14053345,909.2289748504953,5.414534178750246,2.476603077275897,2.9379311014743488,204,242,27996,46898,563.0,60.0,137.23529411764707,105.04435818118843,285.0,60.0,193.79338842975207,75.8005666647708,563,60,167.92376681614348,94.64999731216193,8958.621991192262,4080,4840,20,204,185103.12391131112,1698402.4047851562,0.0,378888.7603141767,82370890.14053345,2006518.3639526367,0.0,405767.93172676576,615229.1548956394,82063808.20274353,1698402.4047851562,0.0,340513.7269823383,580301.9613179191,0,0,0,0,1,0,0,0,0,0,0,1.1862745098039216,167.92376681614348,1528,254,475900.88844299316,7034.3017578125,134152.88925170898,176039.76016120304,1297818.660736084,8707.523345947266,154838.6623984889,299662.5523854016,561.0,4.333333333333333,647.0357142857143,4.0,21489.34555495009,10633.905083263806,137.23529411764707,193.79338842975207,0,204,242,27996,46898
192.168.1.12,149.154.167.99,52042,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:55,82076261.75880432,229.5913531658696,1.571709008617978,1.0356222149808383,0.5360867936371397,85,44,11704,7140,253.0,60.0,137.69411764705882,79.96779109401953,167.0,60.0,162.27272727272728,21.67252516684288,253,60,146.07751937984497,67.15383385629194,4509.637401598462,1700,880,20,84,641220.7949906588,1696818.5901641846,0.476837158203125,719997.6068572919,82076261.75880432,1696818.5901641846,184526.2050628662,977098.35427148,688428.945371731,80073396.44432068,2203176.975250244,3695.7263946533203,1862172.010333039,486605.9519780673,0,0,0,0,1,0,0,0,0,0,0,0.5176470588235295,146.07751937984497,253,1494,523726.4633178711,3694.772720336914,179262.24072774252,243588.21138397316,1692719.4595336914,5310.297012329102,557858.4671020508,688558.4461614627,0.0,0.0,0.0,0.0,0.0,0.0,137.69411764705882,162.27272727272728,0,85,44,11704,7140
192.168.1.12,149.154.167.99,52874,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:56,68530800.34255981,93.28652179813729,0.4815353072639653,0.3502074961919748,0.13132781107199054,24,9,4605,1788,2137.0,60.0,191.875,412.0816375934102,434.0,60.0,198.66666666666666,115.66042250196621,2137,60,193.72727272727272,356.5902727073913,127156.62258953169,480,180,20,23,2141587.510704994,29607981.92024231,0.0,6939035.214121132,68530800.34255981,29607981.92024231,0.0,2979600.014893905,8032882.219319215,68259982.58590698,30110031.366348267,0.476837158203125,8532497.823238373,12492489.886082388,0,0,0,0,1,0,0,0,0,0,0,0.375,193.72727272727272,65535,73,0.0,0.0,0.0,0.0,27150022.02987671,1089732.8853607178,11280708.932876587,12281087.318658456,2592.0,6.0,0.0,0.0,9319.429129848888,0.0,191.875,198.66666666666666,0,24,9,4605,1788
192.168.1.12,149.154.167.99,52044,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:56,81758732.79571533,222.98535430523964,1.4921953389961735,1.002950965554805,0.48924437344136834,82,40,11551,6680,253.0,60.0,140.8658536585366,82.47006288982537,167.0,167.0,167.0,0.0,253,60,149.4344262295082,68.71597372040156,4721.885044342918,1640,800,20,82,675692.0065761597,1689396.619796753,38001.060485839844,729408.0895818319,81758732.79571533,1689396.619796753,313496.35124206543,1009367.0715520411,684810.0406339711,78067757.84492493,2015145.0634002686,1990235.0902557373,2001737.3806391007,3315.5788388923515,0,0,0,0,1,0,0,0,0,0,0,0.4878048780487805,149.4344262295082,64857,65535,0.0,0.0,0.0,0.0,1686288.3567810059,11392.831802368164,848840.594291687,837447.7624893188,0.0,0.0,0.0,0.0,0.0,0.0,140.8658536585366,167.0,0,82,40,11551,6680
192.168.1.12,149.154.167.99,52037,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:56,80080718.75572205,227.87008263079701,1.510975449272602,1.0114794329841386,0.49949601628846346,81,40,11568,6680,253.0,60.0,142.8148148148148,85.59034085215417,167.0,167.0,167.0,0.0,253,60,150.8099173553719,70.94664670374186,5033.426678505566,1620,800,20,81,667339.3229643503,1703536.7488861084,39185.0471496582,731412.8923984596,80080718.75572205,1703536.7488861084,297618.3891296387,1001008.9844465256,692409.5915416073,78079177.37960815,2007157.564163208,1997634.8876953125,2002030.1892207218,1739.6614407423183,0,0,0,0,1,0,0,0,0,0,0,0.49382716049382713,150.8099173553719,64744,65535,0.0,0.0,0.0,0.0,1703536.7488861084,11891.841888427734,857714.2953872681,845822.4534988403,0.0,0.0,0.0,0.0,0.0,0.0,142.8148148148148,167.0,0,81,40,11568,6680
192.168.1.12,149.154.170.100,52876,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:57,80411544.08454895,1822.1761771660163,10.757161920563213,5.1360784661186205,5.621083454444592,413,452,83072,63452,2061.0,60.0,201.14285714285714,116.67969619719476,2254.0,60.0,140.38053097345133,194.49800684121365,2254,60,169.39190751445088,164.89040726646326,27188.846408500118,8260,9040,20,409,93068.91676452424,1892149.6868133545,0.0,296289.209661556,80411544.08454895,1900492.1913146973,0.0,195173.65069065278,418426.6223671564,80296406.26907349,3697706.2225341797,0.0,178040.81212654876,440349.53689505975,0,0,0,0,1,0,0,0,0,0,0,1.0944309927360776,169.39190751445088,65535,127,829495.1915740967,107791.18537902832,505078.7329673767,297225.1707393881,1812888.3838653564,77783.58459472656,558864.6616254534,558034.5480689011,941.0,6.25,668.6666666666666,4.222222222222222,10567.23566097933,16015.599463467437,201.14285714285714,140.38053097345133,0,413,452,83072,63452
149.154.170.100,192.168.1.12,443,52876,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:05:57,60207815.170288086,5198.727094061107,2.3751069457602405,2.3751069457602405,0.0,143,0,313004,0,5014.0,60.0,2188.8391608391607,1125.2097467275887,0.0,0.0,0.0,0.0,5014,60,2188.8391608391607,1125.2097467275887,1266096.9741307644,2860,0,20,141,423998.69838231045,18504305.362701416,0.0,2224889.0138132204,60207815.170288086,18504305.362701416,0.0,423998.69838231045,2224889.0138132204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,2188.8391608391607,68,0,17150140.047073364,362834.4535827637,7504997.571309407,7078233.608388507,11462431.43081665,1219443.7980651855,5886696.1399714155,4158840.756064235,101651.33333333333,43.666666666666664,0.0,0.0,270535.1824640159,0.0,2188.8391608391607,0.0,0,143,0,313004,0
74.125.24.95,192.168.1.12,443,58581,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,17,2025-05-15 19:05:58,79831573.24790955,241.50845606070857,2.4426425794521873,1.2275844758272532,1.2150581036249342,98,97,9318,9962,1072.0,64.0,95.08163265306122,138.6799040419683,1285.0,71.0,102.70103092783505,173.18907878167857,1285,64,98.87179487179488,156.8445219836052,24600.204076265614,784,776,8,98,411502.9548861317,6404262.542724609,0.2384185791015625,1082221.2624981035,79831573.24790955,6416846.036911011,0.476837158203125,823005.9097722634,1421803.0813247308,76620786.42845154,6413133.382797241,0.2384185791015625,798133.1919630369,1407078.6441895664,0,0,0,0,1,0,0,0,0,0,0,0.9897959183673469,98.87179487179488,0,0,5181523.084640503,4798862.2188568115,4927549.600601196,179591.74094182113,3202921.3905334473,378957.27157592773,2354085.2069854736,1010978.0373005194,0.0,0.0,0.0,0.0,0.0,0.0,95.08163265306122,102.70103092783505,0,98,97,9318,9962
192.168.1.12,142.251.10.113,59690,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:06:00,76658047.43766785,380.56017567785216,2.804663139572146,1.4088540422036826,1.3958090973684634,108,107,14997,14176,1292.0,71.0,138.86111111111111,229.57305213250115,1292.0,68.0,132.48598130841123,229.3033482189278,1292,68,135.68837209302325,229.46100769158647,52652.35405083831,864,856,8,108,358215.1749423731,10188897.848129272,0.0,1059456.4503039727,76648555.0403595,10202344.417572021,0.0,716341.6358912103,1415317.12697762,76450986.38534546,10188897.848129272,0.476837158203125,721235.7206164666,1419975.8491084417,0,0,0,0,1,0,0,0,0,0,0,0.9907407407407407,135.68837209302325,0,0,8587400.197982788,199515.81954956055,3084986.114501953,3221366.784380904,3788753.032684326,201904.0584564209,1862813.2104873657,1141961.4629058086,2648.0,4.0,0.0,0.0,420462.50206322165,0.0,138.86111111111111,132.48598130841123,0,108,107,14997,14176
142.251.10.95,192.168.1.12,443,59174,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,17,2025-05-15 19:06:03,72421704.76913452,80.9149690507904,1.0908332005140686,0.5523206078552246,0.538512592658844,40,39,3079,2781,200.0,67.0,76.975,35.031048728235355,75.0,71.0,71.3076923076923,1.0658774200423857,200,67,74.17721518987342,25.098670847691952,629.9432783207819,320,312,8,40,928483.3944760836,6852311.134338379,1235.9619140625,1911293.7644867278,72421704.76913452,6852311.134338379,207814.45503234863,1856966.7889521671,2367527.2292228458,70812638.52119446,6862199.544906616,198388.33808898926,1863490.4873998542,2400762.5310279713,0,0,0,0,1,0,0,0,0,0,0,0.975,74.17721518987342,0,0,5249631.881713867,4940828.561782837,5071554.025014241,130439.15433509852,3203709.125518799,138823.2707977295,1801651.2195269268,1123623.4080448637,0.0,0.0,0.0,0.0,0.0,0.0,76.975,71.3076923076923,0,40,39,3079,2781
34.1.37.11,192.168.1.12,443,52815,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,6,2025-05-15 19:06:07,60739045.38154602,9.088058538498382,0.14817486747551709,0.08231937081973172,0.06585549665578537,5,4,312,240,66.0,60.0,62.4,2.9393876913398134,60.0,60.0,60.0,0.0,66,60,61.333333333333336,2.4944382578492945,6.222222222222223,100,80,20,3,7592380.672693253,15430791.854858398,0.2384185791015625,7526149.20324281,60739044.90470886,15430791.854858398,14792273.759841919,15184761.226177216,249751.99257865135,45591059.44633484,15715472.221374512,14507593.631744385,15197019.815444946,507718.22653625545,0,0,0,0,1,0,0,0,0,0,0,0.8,61.333333333333336,501,255,0.0,0.0,0.0,0.0,15147985.219955444,220008.13484191895,5430397.192637126,6877366.592748093,0.0,0.0,0.0,0.0,0.0,0.0,62.4,60.0,0,5,4,312,240
192.168.1.12,13.107.6.158,52877,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:09,40465090.75164795,1107.3001238277275,8.797706699459257,5.9557508836226996,2.841955815836558,241,115,31507,13300,2322.0,60.0,130.7344398340249,163.97210323595894,525.0,60.0,115.65217391304348,117.69762610573873,2322,60,125.86235955056179,150.7519006496724,22726.1355494887,4820,2300,20,240,113986.17113140268,7165575.981140137,0.0,551290.8259924714,40465090.75164795,7165575.981140137,0.0,168604.5447985331,664034.5074173907,39987474.91836548,7316730.499267578,0.0,350767.32384531124,971803.9392999624,0,0,0,0,1,0,0,0,0,0,0,0.47717842323651455,125.86235955056179,65535,16381,0.0,0.0,0.0,0.0,6143480.30090332,1022095.6802368164,3582787.9905700684,2560692.310333252,394.4117647058824,6.117647058823529,360.6666666666667,4.0,1011.2714335682051,6068.411047194209,130.7344398340249,115.65217391304348,0,241,115,31507,13300
13.107.6.158,192.168.1.12,443,52877,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:06:09,40442671.29898071,945.5606855762715,4.599102730503557,4.599102730503557,0.0,186,0,38241,0,5702.0,60.0,205.59677419354838,432.67507959867896,0.0,0.0,0.0,0.0,5702,60,205.59677419354838,432.67507959867896,187207.7245057232,3720,0,20,186,218609.0340485444,8261005.163192749,0.0,831051.620814314,40442671.29898071,8261005.163192749,0.0,218609.0340485444,831051.620814314,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,205.59677419354838,16386,0,0.0,0.0,0.0,0.0,6859945.297241211,1018863.6779785156,4712430.7950337725,2623263.570012293,4697.5,30.666666666666668,0.0,0.0,1421.496350702001,0.0,205.59677419354838,0.0,0,186,0,38241,0
192.168.1.12,52.111.240.36,52878,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:10,39298588.75274658,825.8566281907952,3.6896999256714005,2.341050987322544,1.3486489383488567,92,53,20631,11824,1787.0,60.0,224.25,244.95068824951898,1466.0,60.0,223.0943396226415,362.1134120348311,1787,60,223.82758620689654,293.2552929193403,85998.66682520809,1840,1060,20,86,272906.8663385179,6193269.0143585205,0.0,895153.2087010661,39298588.75274658,6193269.0143585205,0.0,431852.62365655584,1099022.9117312578,39266830.921173096,9413268.80455017,0.0,755131.3638687134,1752742.639134605,0,0,0,0,1,0,0,0,0,0,0,0.5760869565217391,223.82758620689654,65535,16410,4362216.7110443115,2779258.7280273438,3753188.8484954834,695846.8401285087,4329497.575759888,198154.44946289062,2134278.178215027,1597141.127683989,1109.1666666666667,6.5,720.3333333333334,4.0,1243.020889165105,33394.029396973354,224.25,223.0943396226415,0,92,53,20631,11824
52.111.240.36,192.168.1.12,443,52878,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:06:10,39281160.831451416,387.59037863793816,1.6292797525667022,1.6292797525667022,0.0,64,0,15225,0,5702.0,60.0,237.890625,719.2713569384711,0.0,0.0,0.0,0.0,5702,60,237.890625,719.2713569384711,517351.2849121094,1280,0,20,64,623510.4893881177,8014353.513717651,0.0,1495404.918912926,39281160.831451416,8014353.513717651,0.0,623510.4893881177,1495404.918912926,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,237.890625,16414,0,6797607.183456421,2709470.748901367,4500677.506128947,1706855.1258225169,5807770.490646362,221108.67500305176,2606201.410293579,2031805.062127298,1860.0,8.666666666666666,0.0,0.0,2083.9861931402993,0.0,237.890625,0.0,0,64,0,15225,0
192.168.1.2,192.168.1.255,58980,9995,4c:ab:f8:96:b3:4d,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:06:13,64448556.18476868,28.037866276158002,0.20171126817379859,0.20171126817379859,0.0,13,0,1807,0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,139,139,139.0,0.0,0.0,104,0,8,13,5370713.015397389,8014594.793319702,5000353.097915649,821380.4626465974,64448556.18476868,8014594.793319702,5000353.097915649,5370713.015397389,821380.4626465974,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,139.0,0,0,3009923.6965179443,447428.70330810547,1313473.7809499104,1199659.4777115819,5451685.905456543,461213.1118774414,2351576.3878822327,2068598.8959026316,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0,13,0,1807,0
192.168.1.12,208.103.161.1,52297,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:14,60161019.56367493,23.237638094220546,0.2825749982845131,0.0997323523357105,0.1828426459488026,6,11,585,813,112.0,83.0,97.5,14.5,108.0,60.0,73.9090909090909,17.997244968224468,112,60,82.23529411764706,20.270318526081155,410.88581314878894,120,220,20,6,3760063.722729683,25214761.49559021,0.2384185791015625,7707463.9109584065,60155052.90031433,25221928.596496582,611993.0744171143,12031010.580062866,9526769.73528402,60153687.953948975,25214761.49559021,6136.417388916016,6015368.795394897,9026863.397734968,0,0,0,0,1,0,0,0,0,0,0,1.8333333333333333,82.23529411764706,506,11,0.0,0.0,0.0,0.0,25214761.49559021,16740686.416625977,20977723.956108093,4237037.539482117,0.0,0.0,0.0,0.0,0.0,0.0,97.5,73.9090909090909,0,6,11,585,813
34.237.73.95,192.168.1.12,443,52547,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:06:18,32014991.521835327,26.081531192363467,0.15617683348720637,0.15617683348720637,0.0,5,0,835,0,320.0,60.0,167.0,123.87735870610094,0.0,0.0,0.0,0.0,320,60,167.0,123.87735870610094,15345.6,100,0,20,5,8003747.880458832,21632615.327835083,0.476837158203125,8937614.839353392,32014991.521835327,21632615.327835083,0.476837158203125,8003747.880458832,8937614.839353392,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,167.0,858,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0,5,0,835,0
192.168.1.12,34.237.73.95,52547,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:18,48049638.03291321,39.56325329022971,0.22892992435167112,0.166494490437579,0.06243543391409212,8,3,1207,694,295.0,60.0,150.875,111.85530552906286,317.0,60.0,231.33333333333334,121.15096184329514,317,60,172.8181818181818,119.94303055414431,14386.330578512398,160,60,20,8,4804963.803291321,15716446.6381073,40339.70832824707,6255613.704222429,48049638.03291321,15716446.6381073,291708.70780944824,6864234.004701887,6527505.618050726,32041695.594787598,26120733.976364136,5920961.618423462,16020847.797393799,10099886.178970337,0,0,0,0,1,0,0,0,0,0,0,0.375,172.8181818181818,253,875,0.0,0.0,0.0,0.0,15715862.274169922,4250272.274017334,8616127.649943033,5064287.401080805,0.0,0.0,0.0,0.0,0.0,0.0,150.875,231.33333333333334,0,8,3,1207,694
192.168.1.12,140.82.112.26,52855,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:24,15011177.53982544,23.182724944577984,0.33308512851405153,0.1332340514056206,0.1998510771084309,2,3,143,205,83.0,60.0,71.5,11.5,79.0,60.0,68.33333333333333,7.93025150224688,83,60,69.6,9.645724441429994,93.03999999999999,40,60,20,2,3752794.38495636,14515691.28036499,0.2384185791015625,6214784.466623913,0,0.0,0.0,0.0,0.0,14763662.576675415,14515691.28036499,247971.2963104248,7381831.2883377075,7133859.992027283,0,0,0,0,1,0,0,0,0,0,0,1.5,69.6,252,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,68.33333333333333,0,2,3,143,205
192.168.1.12,104.18.32.47,52767,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:06:38,8162.975311279297,15435.548338103861,245.00870377942636,122.50435188971318,122.50435188971318,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
